54 72 60.95312 6.302085 54 54 54 68 70 70 
88 19988 588.8574 509.922 220 240 248 964 1102 1329.32 
56 43416 1077.887 2543.865 154 166 168 1773.2 4252.9 12003.7 
152 52495 1650.183 3684.178 170 214 524 3215 7312 19926.7 
150 104280 4865.113 9540.027 174 228 386.7 15011.4 23194.05 48641.04 
90 233811 4256.445 12949.13 189 315 705 5126.4 23678.85 71843.46 
63 221376 8770.893 20523.41 183 270 438 26730.9 49834.8 103446.5 
156 326391 10577.41 26061.5 234 747 867 33316.5 62725.35 127848.9 
135 331593 13100.37 31705.85 192 333 771 41073 77734.5 162284.3 
165 511485 15665.62 41055.6 337.17 882 1026 50233.2 95504.55 208036.3 
153 1291374 27810.69 72981.89 198 420.45 921 93977.7 163409.3 341245.9 
168 603039 20833.15 47499.51 762 1071 1281 70895.4 118459.3 228754.8 
78 512742 23735.34 47957.41 276 1069.65 1416 76969.8 124799.2 232864.9 
96 767658 28911.14 58565.03 1039.05 1425 1650 94462.5 148299.8 277857.4 
114 1362330 43723.2 90831.12 309 990 1566 142147.2 219231.9 407679.6 
186 769695 38163.29 71645.02 1125 1605 1926 123638.1 188141.1 335138.7 
