64 66 64.56836 0.9024864 64 64 64 66 66 66 
62 54442 1866.904 2393.035 64 76 526 4888 6067.1 9393 
62 81088 4975.541 6635.971 66 505.1 528 12618.6 17835.5 31516.92 
62 293866 17612.23 32765.31 68 542 562 55010 82904.5 150095.4 
62 537250 19535.45 39528.85 238 262 598 64621.4 104238.7 184348.1 
64 1132452 35735.4 88186 66 248 268 118067.6 213801.4 432716.2 
66 2582818 38050.66 123506.7 68 248 260 104609.4 269041.8 615233.2 
66 2020562 43912.47 131149.5 69.82 250 260 138857 292408.8 636654.7 
66 2987584 56174.33 196310.6 68 250 264 137963 381345.5 1035175 
66 2650392 71585.75 225581.4 214 240 256 212705.2 478642.2 1182477 
66 5217264 90332.54 308492 68 246 260 224306 630371.2 1567212 
66 5004008 105121.1 363416.6 228 252 288 266333.2 725113.7 1884996 
66 6420260 131780.3 427207.1 234 254 298.2 405558.2 891198.6 2241668 
66 6550336 125663.8 434265.4 70 254 354 335022 857654.5 2191789 
66 14346142 199076.3 655365.2 70 252 348 594103.8 1393524 3272463 
66 9747644 203963.3 667727.3 84 254 360.6 604038.4 1386205 3485030 
66 11820112 189421.1 713553.9 70 258 365.4 372553.8 1292667 3804384 
68 14180300 206795.6 804109.1 72 256 296 322106.4 1442968 4369612 
68 15513520 248034.5 858305.6 70 248 292 698334 1728950 4265411 
68 25070476 313253.1 1121188 216 252 282 797228.8 2206784 5658833 
68 19557804 408411.7 1272216 78 254 364 1307683 2895478 6390821 
68 14449274 335371.3 1094111 72 248 352 999721.4 2360991 5723468 
68 29949994 347119.2 1414225 221.02 252 362 436796 2401383 7226552 
68 32922900 412773.2 1557168 74 254 356 933927 2948344 7757254 
68 27066912 480498.4 1732164 222 254 362 1132349 3541957 9058647 
68 36694050 529837.7 1941635 224 256 368 1171644 3787495 10106329 
68 60391632 585497.5 2894735 236 266 380 22703.4 3308131 14858209 
68 69718750 582333.5 2656276 228 262 376 53966.6 3557859 14056232 
68 48398398 592590.9 2721196 225.9 266 380 27421 3721320 14032515 
70 101943452 753823.4 3441317 244 270 390 35951 4847062 17415481 
70 92266840 802547 3957027 230 266 388 23938.8 4561623 20766607 
70 112870266 993467.4 4845607 232 270 396 25862.4 5870306 24869764 
70 103877262 1044137 4771741 234 262 390 30799.2 6698523 25361028 
72 128856132 1123318 5267590 240 278 474 31903 7073156 27090819 
72 203961294 1215193 6840653 240 280 424 20874.4 3791136 35749825 
74 165229574 1129925 6731553 246 302 506 20876 1821472 34705898 
72 224135100 1334492 7598595 240 300 510 21518 4038020 39265471 
74 264971778 1250195 9084460 250 298 510 19879.8 32363 43749393 
76 257839022 1510164 10216575 244 280 410 21112 41086.5 50313051 
80 504208354 1580718 13719644 252 284 422 20444.4 30974.4 57186343 
74 440801942 3922660 21477531 252 284 412 27140 15253794 111733611 
80 4.52e+08 1262568 11490944 258 292 442 21114.6 31216.6 43633116 
78 1051954210 3214518 24702442 252 298 524 22077.2 36408.9 117876065 
78 621296148 3976425 25132769 260 386 592 24314 794257 130580600 
76 892608462 2207295 20663870 252 374 576 21884 31992.2 71775781 
80 1638696718 3724716 34813703 258 379.6 590 22238 31859.2 130802546 
82 1031925846 2204353 24949646 256 304 605.4 21019.8 29036 62898517 
86 1363354628 2151946 27280745 260 304 592 21702 30185.8 39293710 
86 1231142888 2623417 31430657 266 310 646 21809 30240.5 59167036 
86 1297091996 3659371 36937868 270 379.9 578 24022.6 34290 114101567 
86 3088905908 2938147 41591811 266 312 630 23023.4 31485.7 35442603 
88 2308430712 3034349 46700058 274 310 574 23936.6 32005.3 80450 
88 3717485974 5353633 72215895 274 306 561 25207 34635.5 59187024 
88 3081793552 3539685 56251192 278 384 664 25189 34023.5 74442.9 
90 3930533216 4616788 63044033 276 406 684 25278 34670 34504833 
92 2643679090 4227484 55103280 278 390 660 25464.8 34784 60126985 
90 5292152222 5596857 83616442 276 380 664 26724 36610 1156267 
92 4291828096 6271796 91611450 286 434 748 27991.8 37821.6 135368.7 
94 3891319290 6447336 90360455 276 436 758 28026 38318.8 31557782 
96 2471615270 3613690 58474126 288 446 796 26720.2 36128 75315.7 
92 4100369658 6465320 94198818 286 444 856 28980 39440 13033874 
94 3870643046 4845509 58515558 282 438 710 29116 41079.5 113262255 
92 4214469392 7688557 101942613 274 440 734 28612 39601.9 110340369 
96 4656515228 5112437 66218172 288 452 858 29278.8 39978.4 91519852 
96 3463391742 3921572 53618265 284 448 836 28308 38284.5 40844612 
90 3651803950 6837561 88688245 284 442 828 29648.8 40570.8 121322390 
96 3193085502 5918245 72875372 284 444 838 29266.4 40238.2 125507705 
94 2944695906 5540704 73984268 284 450 868 29638.4 40608.4 60921944 
96 3992838184 6312404 89081417 290 440 856 31331.2 42778 89270958 
100 3090658254 6362349 83432389 286 420.6 810 32266.8 44195.6 112061920 
94 5533420894 5720878 83275038 290 440 850 30354 40732.6 435598.5 
98 5514397790 7068006 102353820 288 430 841.6 33386.4 45374.2 26874621 
98 5730533918 7461127 110379782 290 446 932 33796.2 45948.2 23633233 
98 6449739644 9395752 123786812 286 424 852 32663.6 44917.8 145612704 
100 4756855748 9009591 113981953 290 440 858 32575.6 45259.9 156124219 
100 5627363148 10178844 124094269 290 438 912.4 35494 49613.6 244300020 
100 8910763844 13235886 146505683 288 442 944 36316 51955.1 395591922 
100 5641322216 9389877 121597112 290 434 860 32847.2 45577.8 142844818 
100 6797370450 13071480 135794088 290 428 738 35642 52788.6 417167410 
100 3850320872 12571179 116615827 286 426 856 38478 60134 450321610 
100 4690247738 15112602 139758391 284 330 760 39931.6 64663.6 521728144 
86 3583486488 12382267 117259900 284 428 852 37078.6 56440.3 408998801 
100 5885085146 16400517 151033410 289.38 432 898 40184 64097.3 568809150 
100 4225878770 15525104 141935491 288 418 764 39141.2 63232.8 530247169 
102 4860263656 18188414 152399535 288 432 850 42250 76423.8 644168091 
100 4914403550 18534769 161192529 288 436 870 42348.6 76374.6 623777786 
100 3374549764 15763852 126681080 290 432 866 42931.8 80236.1 521516758 
98 3584841598 19499386 144389239 290 452 1002 45947.6 103039.2 692073130 
98 4870065850 19809363 147112476 290 430 846 48313.4 116278.1 659730884 
100 5005279012 20876935 158154313 290 430 760 47976 100583.2 765536109 
74 3768924574 21765560 146033773 288 438 962 55322 739615.6 710054826 
76 4565201998 23443804 166549156 286 426 852 53367 159491 819005737 
102 4852749734 23733819 154989808 290 444 1004 63578 11963910 763961848 
100 4604374728 24989026 162705375 290 446 974 62411.6 13880094 793269840 
100 3266508336 23930818 138764038 290 442 1000 77688.8 61382614 731102597 
82 3855060502 27317511 167390096 290 446 994 68981.6 29610544 883212919 
102 3356432176 24950796 151315557 296 450 1066 71754.8 35004645 768380861 
90 3621333718 27262165 152398179 292 442 972 95888 95663670 800006165 
94 3243683166 27184139 145107239 284 440 986 92022.8 122244058 752102159 
100 3548973384 27595064 151258918 290 456 1124 94366.8 105142071 814672574 
100 2622527276 26909690 135207974 288 450 1114 147186.6 147729482 712504463 
98 4539505802 31515745 155849135 290 478 1264 158065.6 177685191 828812827 
100 5239508626 34004533 193963371 290 448 994 95605.4 113489156 1017507218 
100 3825602362 32668538 175183422 290 446 1052 120087.6 139073394 934151354 
100 4063670406 32577957 163492648 292 438 994 159789.2 180201420 859516797 
100 3549555150 35117596 162700453 294 568 1302 5569103 220613787 860018464 
98 3861066090 31421618 140470918 294 580 1398 4859819 197718079 740868452 
100 4261358858 35775844 179328392 292 544 1266 179718 196025039 926914405 
100 4609341416 38524970 163873536 298 588 1422 30338592 270501346 846081647 
100 3595572088 39588583 165789017 298 622 1608 31876115 281115190 879974444 
100 3129941650 38748000 149184770 296 594 1659.6 79766529 273950386 769193304 
102 2548742898 36275623 142148568 300 602 1543.2 56447896 265022450 749185858 
100 2441980828 33947344 128774043 298 710 1782 66172430 247078684 664960102 
86 5135460944 40477059 175818617 290 564 1408 41288314 266084046 899738766 
100 3008728920 39599045 162115868 296 626 1700 52168866 271981700 849515820 
102 2385064996 35456128 131972275 300 810 2066 79673886 250673380 688336187 
100 2974755854 44147318 162447026 300 718 1816 100942110 320073159 835163653 
102 2944345220 45189218 172580017 298 630 1728 89538261 323192877 911001864 
102 2544726024 37041850 135790327 296 724 2092 84781357 272541576 681087627 
86 3233605764 35115115 121055550 302 890 2446 95121777 254249365 622943762 
98 2130648534 34402885 118341471 298 864 2464 97268582 242831907 600379041 
100 2838684780 49045446 173078473 302 808.1 2208 122535168 357929087 888664498 
102 2364886484 32044040 107618497 306 1140 3010 93005886 227377942 549803981 
98 1829308314 35053038 111126634 310 1134 3072 109656648 250604982 564830396 
100 2196286000 31861972 108369138 306 1184 3376 89570389 219841842 563213157 
100 1919908256 28694907 93113013 308 1188 3356 88085221 200415792 473410760 
100 2314238424 40991014 132206545 312 1170 3168 125766459 290118956 660164130 
102 1882534248 37855389 117827260 316 1306 3600 123421276 268845030 594977836 
100 2213351536 39844245 121698429 314 1366 3744.6 132709338 278834524 607130508 
102 1532667596 29187486 91041892 324 1598 4374 93804934 199418124 460848153 
102 1718864026 31543902 103664089 320 1426.7 4090 91901857 230343081 532258396 
100 2052282328 37823031 115434063 316 1497.8 4109.6 125872316 266960908 573144377 
102 2618065892 29776415 88479012 332 1806 4926 102405289 198030334 435280051 
100 978671354 17360063 52268429 326 1828 5104 57092250 120413532 263745613 
102 2589546254 28725316 85889993 330 1902.5 4996 94335968 195371538 433020859 
102 1157733114 19038292 60754655 326 1980 5294 57480570 126122574 304939266 
102 2161211640 26139756 77084251 324 1630 4598 89970096 173620738 385316329 
102 864599556 18667289 55478681 318 1652 4865.8 62616717 126577644 277510331 
102 1258831070 20817892 59051496 330 1972 5372 72608439 138795820 289570047 
102 2859625688 25200419 70343917 330.34 2064 5604 88471699 162646107 341525780 
102 987036536 14718145 42885035 324 1898 5288 50769994 98166569 211308581 
104 1028742648 13603489 36803552 336 2150 5796.2 49714220 87368416 180446644 
102 666153608 9973340 29890152 322 1708 5258 32318253 67516544 151264996 
112 351404666 7474861 19746043 348 2420 6274 26467334 47003422 94695270 
