54 13322 72.20117 414.502 54 54 54 68 68 68 
82 18718 647.7871 636.442 208.94 234 246 1000 1126 1469.06 
86 23858 1590.74 1901.23 170 460.4 608 3631.2 5715.4 9494 
164 65884 1641.17 4271.37 170 210 520 1759 7252 21189.3 
90 157752 4801.759 11130.27 180 222 380.7 14166.3 25635.3 54507.3 
168 231603 4131.54 13067.42 204 303 681 5247.9 23223.15 66916.89 
156 258900 7299.406 20041.59 186 243 357 19388.4 44010.9 96933.96 
162 330525 9477.336 23921.51 240 760.65 882 29840.7 58513.65 115744.5 
150 337158 13014.95 31419.51 189 327 789 43606.5 76643.25 164452.4 
165 486249 14724.08 37424.8 339 879 1023 47604.9 89793.9 183932.8 
72 790587 21824.78 53284.52 201 453 921 72327 127812.5 249449.2 
174 493455 21003.73 46966.14 780 1056 1263 70434.3 118302.6 229911.5 
75 3325233 71351.51 193742.5 261 634.65 1299 226746.3 436760.8 961416.9 
177 663912 27248.45 58403.21 1033.05 1401 1632 90559.5 149342.2 277987 
171 874434 39494.42 77732.98 291 1001.85 1602 133497.9 201870 361009.4 
177 103652951 201086.3 2972848 1217.49 1710.45 2073 147881.4 284177.4 2781403 
