-1 3.81673247831 30.0422932495 30.328289554 27.3004663682 30.1240541534 30.2074836471 30.2772307038 27.3571984239 25.7783786849 30.5054937986 27.1816627692 30.4671162315 31.2543569342 30.0788115308 30.5752408554
4.03164685411 -1 22.1511980163 30.0976904334 27.355863552 29.7692642721 30.898279855 27.1826639231 30.3773460963 30.2922480127 27.2330553373 27.3375090634 30.474648723 28.7911845618 30.2799004476 30.3987040467
31.5149906725 16.730044863 -1 3.06429379303 30.235182239 27.2527446978 30.0312805564 27.6375215228 30.0336165822 30.2578750613 30.1495120675 27.4951669695 27.5424119 28.7331176342 21.4607355264 30.1190483838
29.4215778163 27.793701535 3.98626120953 -1 30.3596590436 29.6982300175 27.2193729003 2.23290696969 30.1046985108 30.0920172278 30.1010276131 29.98289145 30.2455274962 30.633307783 30.3042618598 30.2905794228
28.3670290158 29.7559632271 28.7007469907 23.3155400306 -1 4.10439737263 29.9491859346 16.0581752316 30.0262747868 30.2585424972 26.9757587787 24.9671102881 30.3496475044 28.7668231497 30.2638819848 24.6941289847
21.651955926 29.4562844857 30.341113859 30.3172768608 2.9267066394 -1 29.9955727331 21.6562942596 30.2799004476 29.9738810647 30.235515957 29.784186233 30.2154928785 30.5435376478 30.249198394 28.3536802968
24.0223547013 23.6646090323 30.7387626631 17.4217468768 29.8707622105 30.5021566189 -1 2.68309251776 24.1782009956 27.8140583315 30.3029269879 30.0042494004 30.2842387813 30.6006034215 30.3296244259 30.4687848214
25.6191952109 28.6006315982 30.6706841962 30.7207418924 26.188518076 30.0639849179 2.9120230485 -1 30.6313054751 27.5707779278 30.6549994514 30.6386472706 30.0719941493 29.5901053936 30.1661026182 27.62150306
29.5230280807 29.7397540684 30.6776922737 25.2444299252 28.3289851667 30.0246061969 29.9448476009 24.4615275562 -1 3.81239414464 30.5091646964 27.5574292088 30.4384164857 24.4565217866 24.4882249942 30.2592099332
29.2206795955 29.3758584538 21.9289418451 25.8648116404 27.1639757165 25.9702665205 30.0996927412 29.9929029893 4.21018597066 -1 30.3106978493 27.7052662717 22.8750323038 25.8184248419 27.8838053882 23.1687041216
27.7259567861 29.5476755368 22.6914874176 29.3952140963 30.2074836471 24.6071716152 30.1257227433 30.3176105788 26.5649519517 30.3793484041 -1 3.58913681947 23.6118815922 27.502699461 24.6554176996 30.4934799515
26.5786343886 22.2289543045 21.3652921856 23.0816037302 29.5624068017 21.4911038621 21.6659720809 30.4400850756 30.0486338911 25.1823583819 3.96089864345 -1 24.6801128297 21.6089063072 30.1767815934 30.5995069195
16.4085791052 18.4752945234 28.563255185 25.7253175269 30.1721095418 30.2371845469 24.6477421862 28.8195505897 27.3862318877 27.0605231443 24.5933461563 27.5033668969 -1 3.93920697508 25.0411956785 30.3272884001
18.0775026974 26.9597403159 27.7322974277 30.3102687833 30.1050322288 27.4656567658 29.9632020895 27.2891199571 30.2959189104 30.3213768245 23.2741590017 25.2133941535 4.00761915992 -1 27.2477389282 27.1192575079
24.0073373924 19.4694403705 30.5034914908 30.4797975146 30.2170184464 31.1267336458 24.8773401529 30.0349514541 18.7055599261 27.1596373828 25.7563532986 30.0996927412 29.9341686257 30.2591145852 -1 3.9602312075
29.2490932973 21.3038880782 28.4194227379 27.5444142078 30.3773460963 30.0301840545 27.3952422731 33.2102779848 30.2345148031 21.8695400456 30.7898215132 31.9985480181 27.4766694589 30.6232962438 3.79337222007 -1
