1 Acquisitions    227675338
2 Acquisitions    16353646
3 Acquisitions    12457892
4 Acquisitions    9212714
5 Acquisitions    7585448
6 Acquisitions    7109154
7 Acquisitions    6214819
8 Acquisitions    5762800
9 Acquisitions    4975852
10 Acquisitions    4132257
11 Acquisitions    3900559
12 Acquisitions    4175597
13 Acquisitions    3565450
14 Acquisitions    3381844
15 Acquisitions    3459574
16 Acquisitions    3126989
17 Acquisitions    2742489
18 Acquisitions    2673185
19 Acquisitions    2520901
20 Acquisitions    2464460
21 Acquisitions    2268506
22 Acquisitions    2290098
23 Acquisitions    2243371
24 Acquisitions    2207547
25 Acquisitions    2065989
26 Acquisitions    2003974
27 Acquisitions    1903079
28 Acquisitions    1875341
29 Acquisitions    1718179
30 Acquisitions    1679821
31 Acquisitions    1527696
32 Acquisitions    1569704
33 Acquisitions    1456242
34 Acquisitions    1467376
35 Acquisitions    1431465
36 Acquisitions    1396912
37 Acquisitions    1310469
38 Acquisitions    1353168
39 Acquisitions    1300033
40 Acquisitions    1255313
41 Acquisitions    1165126
42 Acquisitions    1123629
43 Acquisitions    1121175
44 Acquisitions    1111298
45 Acquisitions    1070780
46 Acquisitions    1010457
47 Acquisitions    990524
48 Acquisitions    964404
49 Acquisitions    910982
50 Acquisitions    945950
51 Acquisitions    928001
52 Acquisitions    909863
53 Acquisitions    946765
54 Acquisitions    940206
55 Acquisitions    841534
56 Acquisitions    789926
57 Acquisitions    745573
58 Acquisitions    776735
59 Acquisitions    783163
60 Acquisitions    714338
61 Acquisitions    753627
62 Acquisitions    709894
63 Acquisitions    676020
64 Acquisitions    694742
65 Acquisitions    668182
66 Acquisitions    657053
67 Acquisitions    619914
68 Acquisitions    662200
69 Acquisitions    607525
70 Acquisitions    643961
71 Acquisitions    592332
72 Acquisitions    614947
73 Acquisitions    593975
74 Acquisitions    611326
75 Acquisitions    636436
76 Acquisitions    613010
77 Acquisitions    616854
78 Acquisitions    619143
79 Acquisitions    595955
80 Acquisitions    620400
81 Acquisitions    616356
82 Acquisitions    602281
83 Acquisitions    616530
84 Acquisitions    619008
85 Acquisitions    610516
86 Acquisitions    597937
87 Acquisitions    626313
88 Acquisitions    635882
89 Acquisitions    612882
90 Acquisitions    636976
91 Acquisitions    629459
92 Acquisitions    626400
93 Acquisitions    600873
94 Acquisitions    613655
95 Acquisitions    608049
96 Acquisitions    650685
97 Acquisitions    629621
98 Acquisitions    592440
99 Acquisitions    622000
100 Acquisitions    600768
101 Acquisitions    634774
102 Acquisitions    630858
103 Acquisitions    619591
104 Acquisitions    619228
105 Acquisitions    610578
106 Acquisitions    650572
107 Acquisitions    605678
108 Acquisitions    612222
109 Acquisitions    622521
110 Acquisitions    635164
111 Acquisitions    628358
112 Acquisitions    635334
113 Acquisitions    641748
114 Acquisitions    629699
115 Acquisitions    647636
116 Acquisitions    639492
117 Acquisitions    628716
118 Acquisitions    632110
119 Acquisitions    630501
120 Acquisitions    646615
121 Acquisitions    641447
122 Acquisitions    653394
123 Acquisitions    635638
124 Acquisitions    631685
125 Acquisitions    659011
126 Acquisitions    677065
127 Acquisitions    627450
128 Acquisitions    629577
129 Acquisitions    637304
130 Acquisitions    644562
131 Acquisitions    655380
132 Acquisitions    662936
133 Acquisitions    625295
134 Acquisitions    679547
135 Acquisitions    651095
136 Acquisitions    625440
137 Acquisitions    702863
138 Acquisitions    662385
139 Acquisitions    649740
140 Acquisitions    657723
141 Acquisitions    658639
142 Acquisitions    697631
143 Acquisitions    695142
144 Acquisitions    687165
