54 68 60.45703 6.07819 54 54 54 68 68 68 
69 44422 620.9805 1470.49 78 226 246 974 1100 1446.02 
152 35852 1722.831 2697.447 178 208 500 4245 6720.7 13624.26 
80 43434 1664.626 3750.199 174 212 508 3013 7822.5 21049.1 
69 237882 6140.853 14880.06 183 204 282 18319.5 32997.75 79130.4 
147 177441 5799.814 14327.51 189 348 690 16133.1 32966.85 70305.84 
171 265953 7915.246 21805.41 183 264 402 21675.6 47232.75 110368.8 
156 325485 10179.96 25374 240 735 873 31668.6 58462.35 126936.8 
177 371010 11135.17 32496.48 195 294 711 27132 71235.75 168857.9 
168 425928 14100.08 34821.63 328.17 873 1017 48598.8 80182.05 178063.1 
171 712563 20246.4 56258.17 195 438 939 60721.8 124477.8 297773.2 
159 517893 21080.52 47067.78 746.61 1074 1292.1 72172.8 117519.9 233074.9 
183 4888014 91127.22 279038.7 294 655.65 1296 264089.1 584492.5 1478382 
180 689358 29994.14 58706.59 1038 1419 1683 99760.5 151711.5 277372.6 
174 742872 33072.57 62783.55 297 1292.85 1722 107716.5 161471.4 296200.9 
168 798606 38752.56 72645.38 1185 1641 1971 126483.9 190894.2 346540.7 
