-1 3.94954896886 30.483776942 30.6506357916 24.7261454795 14.3008045596 30.2238108544 27.2997763749 30.0672972536 31.1165056995 29.9221300545 29.8870896961 30.2778731217 30.3616362642 28.9329907943 30.4240414739
2.72089574868 -1 9.76858448807 29.1372260262 29.7549374872 30.3322691067 27.1245745829 19.0926570009 30.7273908624 30.305237973 29.8513819023 27.8634255687 30.4957907792 30.517148712 24.9380562184 30.2525105766
29.5303454757 29.5280094518 -1 3.45898395118 27.3344830156 30.1530627022 24.4074450768 29.961508743 30.2274817491 32.0491513206 30.3059054084 30.1944436969 21.9766453566 30.5321660084 30.5425112571 30.3329365421
25.4459745564 29.6705069093 4.04866312549 -1 27.2854265139 30.4443982536 30.1260315686 30.1700823049 30.0626252058 20.0881845713 27.2410420599 28.6606771519 27.2967729156 29.3057534642 26.2669200962 30.0492764978
29.7195634111 26.8055404626 27.3511689006 24.5886537874 -1 4.12475076088 27.8684313342 27.3688559386 27.6164744714 21.4742571976 26.2552399767 30.1957785677 27.7693171776 30.5828910987 25.4710033839 27.674541351
31.1986002535 30.1403814297 28.4884788191 30.4744328465 4.34366957149 -1 30.3050472772 25.1516355458 27.4109043687 27.1823077448 30.0566182872 30.5228219128 28.2023397291 27.4492819041 24.7084584414 24.5692981609
29.4796203855 18.5697213665 27.5697539935 27.1262431714 30.0939946695 30.1270327217 -1 3.43562371224 30.0309220244 30.3866650916 30.239829304 24.6764215423 21.9516165291 26.155124667 25.9018329334 22.1955641672
22.3771065955 27.125575736 30.4921198845 30.8245027128 26.2772653449 28.1357392112 3.82507226709 -1 30.2141330412 26.3707063006 27.7062445324 24.344038714 27.9281668023 27.4696386838 27.4963360997 21.9392689743
26.6063109962 27.2603976864 27.7963483112 28.4407571882 26.2475644697 27.0741832103 28.1911363492 27.2590628156 -1 4.00127521222 25.9158490768 28.7200789023 27.7326082307 32.0555873048 27.7075794032 27.6932295422
24.9280446874 29.7192296934 27.7568742748 31.3724671748 28.3032654961 30.2561814713 30.2967043347 30.2241445721 3.57611886356 -1 27.2734126767 27.3501677475 30.4053532828 26.1564595378 30.456078373 30.1907251283
22.3594195574 29.5670544226 27.8452141171 27.732274513 30.3312679536 30.2161353474 27.3992242493 28.8265348483 27.2216864333 27.8123667607 -1 4.14610869363 29.111863481 27.6134710121 30.1260315686 27.8020215121
20.5303128487 30.994031304 30.2955601598 30.6499683562 26.206183475 28.1350717758 24.1915297255 27.410570651 30.3055716907 32.1236657154 3.77034256444 -1 30.2294840553 27.6014571749 27.3558409484 28.5211831536
26.3383356838 29.4505869456 21.8802009415 30.3856639385 27.2256910457 31.7131929455 27.2750812652 29.948160035 28.9897228032 27.485990851 24.8793219034 30.2631895429 -1 3.61816729365 26.419095367 27.2777510068
27.6655309731 21.6886469823 28.2875807643 27.5941153855 28.2221720952 28.7227486439 30.6583112987 30.0906574925 30.19544485 30.5675400845 27.09453999 28.7027255819 3.69625723524 -1 25.9882658175 22.8206174176
27.4743107316 27.0739925145 27.4736432962 26.1047332944 27.5130219847 28.359997505 30.3476201208 28.3963727342 27.6218139546 31.3013853048 27.6374986864 30.2635232606 27.9652094669 29.7045461146 -1 3.55743067241
31.2877028792 27.3071181643 25.8027187768 27.6064629404 29.9898747474 27.3251389201 27.5390519652 31.7979572411 27.6835517289 27.5597424625 30.6913493509 21.4256774354 30.5094732049 27.5584075917 3.36087094764 -1
