0 Acquisitions    227739505
1 Acquisitions    115436329
2 Acquisitions    49806730
3 Acquisitions    45944675
4 Acquisitions    30579311
5 Acquisitions    29698161
6 Acquisitions    22415258
7 Acquisitions    23189566
8 Acquisitions    18218309
9 Acquisitions    18123995
10 Acquisitions    15118809
11 Acquisitions    15097724
12 Acquisitions    12986188
13 Acquisitions    12893518
14 Acquisitions    10268355
15 Acquisitions    10277769
16 Acquisitions    8986584
17 Acquisitions    8915368
18 Acquisitions    7723393
19 Acquisitions    7618949
20 Acquisitions    6367928
21 Acquisitions    6707436
22 Acquisitions    5910111
23 Acquisitions    5817990
24 Acquisitions    5093815
25 Acquisitions    5225505
26 Acquisitions    4674437
27 Acquisitions    4632667
28 Acquisitions    4192036
29 Acquisitions    4217139
30 Acquisitions    3873790
31 Acquisitions    3832897
32 Acquisitions    3760017
33 Acquisitions    3598839
34 Acquisitions    3456861
35 Acquisitions    3408277
36 Acquisitions    1940518
37 Acquisitions    4802493
38 Acquisitions    3140696
39 Acquisitions    4386651
40 Acquisitions    2701704
41 Acquisitions    2828065
42 Acquisitions    2575524
43 Acquisitions    2941800
44 Acquisitions    2524056
45 Acquisitions    2623921
46 Acquisitions    2582716
47 Acquisitions    2554264
48 Acquisitions    2222972
49 Acquisitions    2690356
50 Acquisitions    2368703
51 Acquisitions    2635091
52 Acquisitions    2244203
53 Acquisitions    2275482
54 Acquisitions    2267134
55 Acquisitions    2433253
56 Acquisitions    1975554
57 Acquisitions    2175767
58 Acquisitions    2096851
59 Acquisitions    1971635
60 Acquisitions    1824674
61 Acquisitions    1774278
62 Acquisitions    1713728
63 Acquisitions    1699734
64 Acquisitions    1674614
65 Acquisitions    1760061
66 Acquisitions    1741528
67 Acquisitions    1469252
68 Acquisitions    1464419
69 Acquisitions    1580605
70 Acquisitions    1510023
71 Acquisitions    1333429
72 Acquisitions    1147232
73 Acquisitions    2109816
74 Acquisitions    1455366
75 Acquisitions    1677336
76 Acquisitions    1391781
77 Acquisitions    1614428
78 Acquisitions    1316332
79 Acquisitions    1423517
80 Acquisitions    1315164
81 Acquisitions    1504821
82 Acquisitions    1396344
83 Acquisitions    1545523
84 Acquisitions    1362071
85 Acquisitions    1436795
86 Acquisitions    1339118
87 Acquisitions    1392378
88 Acquisitions    1295499
89 Acquisitions    1336729
90 Acquisitions    1285894
91 Acquisitions    1258083
92 Acquisitions    1233499
93 Acquisitions    1190492
94 Acquisitions    1101732
95 Acquisitions    1144314
96 Acquisitions    1130155
97 Acquisitions    1130109
98 Acquisitions    1017985
99 Acquisitions    1073528
100 Acquisitions    1167252
101 Acquisitions    989528
102 Acquisitions    885210
103 Acquisitions    964766
104 Acquisitions    935830
105 Acquisitions    978951
106 Acquisitions    858910
107 Acquisitions    885508
108 Acquisitions    788722
109 Acquisitions    1536398
110 Acquisitions    1252571
111 Acquisitions    1259456
112 Acquisitions    917295
113 Acquisitions    999652
114 Acquisitions    931193
115 Acquisitions    1004943
116 Acquisitions    952181
117 Acquisitions    954495
118 Acquisitions    956981
119 Acquisitions    993245
120 Acquisitions    984635
121 Acquisitions    991486
122 Acquisitions    934321
123 Acquisitions    975812
124 Acquisitions    924758
125 Acquisitions    936522
126 Acquisitions    856404
127 Acquisitions    891848
128 Acquisitions    797295
129 Acquisitions    870967
130 Acquisitions    826241
131 Acquisitions    830331
132 Acquisitions    755150
133 Acquisitions    761200
134 Acquisitions    711502
135 Acquisitions    705474
136 Acquisitions    716307
137 Acquisitions    700231
138 Acquisitions    653388
139 Acquisitions    687753
140 Acquisitions    714420
141 Acquisitions    700147
142 Acquisitions    664535
143 Acquisitions    647450
