64 37988 101.6465 1185.106 64 64 64 66 66 66 
64 37038 325.3301 831.0637 66 72 246 384 406 502.24 
64 374782 5552.935 16534.56 76 230 238 16802.6 31515 69147.48 
66 119174 2059.58 8000.213 237.9 246 254 1919 3384.5 41063.1 
68 129240 4299.241 9702.709 236 250 276 10989.2 22483.4 50616.52 
218 232130 5049.688 16033.9 244 264 380 4804.2 28809 81369.66 
76 319724 8352.017 22118.72 240 262 384 23417.4 52832.2 109871.5 
196 489048 8863.916 26610.13 232 260 388 19528.2 52239.5 134847.6 
68 701116 13301.59 46467.6 234 262 388 16880 82285 239888.6 
200 978042 14493.63 50849.27 238 320 499.8 16194.6 89695.2 261363.2 
206 1171442 18711.11 69593.52 238 254 334 10963.8 119483.2 375602.1 
210 1323656 20475.61 79135.16 238 268 408 10231.8 121739.4 412480.4 
68 2049418 27704.48 96877.8 240 362 506 49387.8 184001.8 492330.8 
206 1451232 28668.95 104023.6 238 371.5 586 26102 187727.5 556545 
74 2624120 41089.44 159833.4 254 420 653.8 27029.4 270521.3 845823.3 
208 2216086 41941.44 161088.3 252 468 720 15554.4 287576.6 867415.7 
222 3248124 49649.75 211016.5 256 446.7 709.4 11402.4 297953.5 1112017 
200 4107680 54851.48 223865.6 272 504 862 14208.6 337961.3 1243078 
214 6234758 64491.64 296145.7 268 524 877 12133 350755 1577911 
222 5912658 68179.32 324336.7 274 588 1032 11458.6 344250.7 1727181 
112 7191630 95725.34 460222.5 270 558 980 13489 469540.1 2503462 
226 8245316 89937.52 425420.2 296 660.7 1227.4 13386.4 474083.7 2308393 
232 9544772 107309.3 524144.9 282 552 1018 14931.8 504340.6 2886269 
232 12201770 138463.4 653322.6 292 594 1150 16926 745060.5 3493445 
244 14205950 138488.1 721435.4 316 663.9 1016 16822.6 559675.9 3767759 
238 10978150 135120.4 659929.1 312 728 1248 17117 623941.8 3632304 
238 15767822 173786.2 850103.7 314 682 1094 20097.2 862583.9 4615431 
142 21606532 205841.9 922223.1 316 704 1214 24666.4 1340107 4719478 
252 19616508 231557.6 1030614 324 602 1160 26630 1454342 5428177 
246 19978214 227474.1 1028176 322 604 1183.8 25308 1374640 5504669 
256 57777760 638368.9 3050552 330 736 1296 362908.8 3418341 16207418 
258 24224452 250570.8 978802.5 328 730 1294 376214.2 1705456 5021589 
248 53090302 820088.6 2943304 448 923.1 1776 1790790 5655471 14643411 
146 12698534 297658.7 830534.2 454 1058 1975 1041811 1970356 4088763 
240 30864056 574792.7 1779680 438 877.9 1702 1780540 3891267 8818266 
254 16056430 327676.2 933038.1 454 966 1944 1122328 2136770 4553387 
62 27636894 618609.5 1748774 324 960 2184 2116309 4097306 8643695 
118 28760320 748697.1 2165938 334 1056.2 2070 2493626 5124399 10813052 
64 24502160 667035.1 1840912 268 838 1808 2355940 4269916 9041067 
120 32210554 732341.7 2222209 312 876 1898 2448527 5071391 10915155 
66 30111386 695755.3 2000741 310 872 1796 2343445 4580540 9963816 
208 42803408 652898.1 2034649 312 900.7 1903.4 2085491 4521785 10214060 
66 40731364 643737 2119971 306 848 1818 1861359 4462042 10692278 
214 36913070 772807.6 2314407 314 945.5 2068 2580459 5337765 11704595 
68 47528356 777310.9 2546996 292 864 1951.8 2367980 5413092 12675040 
224 37480682 762281 2282555 312 906 1966 2514761 5239730 11512452 
208 47398630 877299.9 2624525 308 892 2018 2971987 5940710 12832568 
132 59017654 885681.3 2950097 298 902.2 2078.2 2590397 6310088 14999236 
68 58264842 813057.6 2889645 296 770 1924 1973299 5819755 14635310 
94 39478812 859195.9 2689247 318 952 2096 2742816 5985028 13956173 
72 41680364 927538.2 2882471 312 930 2150 2933381 6457235 14364987 
204 62094906 989427.9 3181903 314 1006.7 2278 3070079 6835282 15875702 
72 71134320 1012259 3345263 318 926 2168 3022689 7124632 16780802 
208 68793664 1021533 3564001 318 1022 2340 2675565 7408414 17803394 
74 63685284 1207696 3972300 312 1088 2414 3674852 8447275 20524820 
110 94068616 1267421 4465376 306 1184 2600 3441534 8856572 22307548 
144 58813898 981231.8 3464265 324 1082 2414 2337040 7098334 17705399 
150 84855308 1244737 4222090 328 1213.1 2612 3454959 8833502 21339593 
82 109344158 1416952 5078542 324 1338 2836 3345761 10176510 26748159 
108 84455826 1464747 5212633 324 1322 2935.8 3486278 10509951 27353380 
88 99998140 1340262 5001378 320 1134 2608 2843966 9510130 25561015 
216 90298094 1690487 5783013 340 1460.7 3218 4697667 12181792 29564976 
90 97365370 1717311 6102431 318 1124 2616.4 4222016 12241664 31302832 
142 115067962 1477522 4946819 330 1281.5 2900 4228311 10747401 25437990 
238 115310806 1778463 6970347 334 1134 2638 2655309 12551247 37131136 
122 123739190 1614820 5634283 338 1320.3 2920.6 4150379 11810270 28585938 
100 141566456 2479290 8456507 344 1282 2870 6749152 17405652 43245211 
100 133694932 1691761 5195162 346 1434 3230.2 5567888 11594224 25810962 
98 151867136 2889756 9598476 342 1484 3271 8189292 20004776 50365805 
136 116917732 1843520 5914703 336 1371.9 3057.8 5812642 12674509 29891523 
102 165521636 2158663 7675189 320 1156 2662 5216781 15335552 39047372 
156 89740756 1831442 5276101 334 1538 3528 6434203 12249980 26244854 
62 97707498 1972506 5745297 332 1636 3916 6680684 13212465 28553986 
116 109042610 2266760 6866468 410 1782 3956 7563096 15286094 34064927 
62 105765780 2322719 7107953 326 1620 3816 7748612 15987227 35100898 
214 106363308 2484085 7004129 336 1658 3796 8850923 16967988 34819556 
66 111031252 2321454 6822630 330 1570 3783.4 7851012 15558698 34293359 
156 117919306 2684882 7544964 340 1729.1 4004 9404057 17258727 37876551 
66 107006504 2104739 6761851 322 1505.5 3540 6487585 14501047 33810224 
148 148726184 2570468 7371180 338 1702 3942 8859151 16937628 36832682 
68 148164824 2317109 7077818 322 1528 3676 7783861 15767159 34708309 
130 126619302 2656672 7965669 328 1600.7 3752 8879365 17339104 39910156 
68 150319124 2553854 7534883 324 1509.1 3694 8752908 17155571 37669984 
162 121380612 2393178 7129939 332 1528 3623 7981789 16179765 35541318 
146 129192554 2421367 7734403 318 1294 3464 7544728 17002029 39792353 
168 120162360 2433671 7180868 332 1562 3774 8367853 16436417 35319121 
74 170294490 2870212 8873558 326 1548.7 3706 9446159 19906173 44890187 
88 154694670 2683691 8839435 330 1588 3752 8183732 18541893 44570465 
76 164170710 3052324 9291103 338 1688 4100 10022775 20470844 46957708 
110 156806718 3025783 9383428 338 1764 4274 9959721 21149115 46253940 
80 184471142 3096698 10118598 330 1598 4020.6 9376543 21799564 51603454 
162 242640996 3099602 10001228 324 1566 4170 9760263 21605576 50245941 
80 163835892 3266965 9953023 384 1944 4660 10867795 22793765 50700314 
136 143258044 3042039 9405976 334 1784 4703 9689613 21380972 47829449 
122 172604344 3178779 9868312 336 1914 4818 10648628 22193011 48967722 
116 188361764 3345343 10139312 346 2072.3 5052 11249914 23513420 51244641 
88 201187056 4111435 12621306 336 1852 4689.4 13537672 28490955 63087995 
122 202202744 3474473 10756919 395.02 2000 4776 11597339 24204251 55375338 
94 185087442 3240689 10000089 334 1954 4783 10657995 22508508 50235431 
130 219328700 3348648 10629855 334 1850 4649.8 10448856 23619989 53605496 
100 447553146 7015230 23355292 414 1852 4698 19154455 50986882 119624620 
140 172001934 3423367 10072047 402.94 2064.7 5122 11712251 23220438 49963270 
144 244120908 5466430 15274707 344 2134 5346 19128430 35634767 75453676 
150 149751876 3257985 9485166 426 2090 5110 11166694 21868439 48025183 
102 223528938 4956290 14052920 432 2341.9 5520 16668451 32482135 69372823 
144 138481600 3512096 10496472 342 1952 4914 11841581 24082985 52967577 
108 420388478 6759371 18122263 419.34 2510 6149.4 23694154 44062986 90073974 
136 150987226 3483813 9202655 346 2344 5930.4 12478997 22163415 45523450 
64 176992218 4083055 10349116 362 2552 6490 14806198 25463693 49674207 
120 185332216 4834918 12864655 364 2423.8 5956 17426603 30950349 62809691 
148 197248982 4639198 11972744 328 1956.3 5814 16705835 29265329 58745488 
168 318501008 4679077 12533077 334 2270 5677.4 16926563 30110059 60228723 
68 209415820 4450438 11539630 342 2364 6044 15930405 27821379 55581101 
94 248813378 4487188 13537919 332 2014 5358 14936552 30043276 67728017 
70 200697458 4636128 12086044 340 2327.9 5896 16753500 29069629 58946392 
140 310429232 4796770 12503514 340 2424.3 6098.6 17190087 30578282 59945967 
68 269733796 4731771 12795714 334 2132 5688 16832163 30081000 63310887 
92 209767072 5258646 13586193 342 2433.1 6066 18965740 32990828 66530109 
70 191440888 5110791 13344144 340 2230 5865 18081388 32008218 64884678 
156 222675216 5127828 13374745 338 2241.9 5918 18495782 31856570 64967603 
72 239386428 5502068 14641083 342 2232 5862 19160964 34540389 71831939 
148 300252714 5445994 14324297 340 2238 5850 19542439 34695903 69412696 
70 213292366 5396256 14082683 340 2218 5744 19622353 34379060 67638575 
108 333326158 5538980 15226241 340 2274 5912 19524262 35758374 74416061 
74 238712062 5705476 15764533 342 2268 5912 20233151 36904433 77669924 
142 256330424 6249127 16050372 344 2500 6572 22586270 39016891 78472791 
76 412466458 5703841 16656954 332 2260 5968 19710269 37991221 82453371 
144 347455678 5709457 16539030 330 2222.2 6056 19785235 37773839 82150604 
136 286011502 6801914 17335910 346 2740 7170 24790262 42748558 83934737 
108 289498580 6272706 17219073 360 2646 6897.6 22339674 41171203 84212201 
86 266441936 6199195 16926460 344 2572.3 6680 22304992 40804029 84300160 
156 313602002 6060935 16726235 350 2698 6956 21497343 39998923 80213780 
136 353423866 6192500 16719656 342 2479.1 6666.2 22452978 40309363 82404753 
114 289248766 6199894 17112138 356 2754 7052 21825194 40338736 83881214 
136 380853628 8450583 22424559 344 2670 7048 30098084 55071731 109262862 
122 273289840 6380975 16328598 412 2894 7498 22889096 39346812 78572561 
94 397254554 8842164 22515393 438 2927.4 7406 31846251 55474996 108661780 
138 332142786 6077960 15634962 422 2884 7288.2 22067100 38177319 74963079 
136 243291998 6178170 15329020 378 3121.5 7992 22462253 37854927 73448383 
136 316249186 6062383 15929354 422 2813.9 7344 21755342 38238197 78184016 
