-1 2.96532201454 40.6937282169 40.4795858719 40.7880280706 9.95182739796 41.5205968556 41.2676950431 41.3752117267 46.5786331043 41.2755657396 46.1562885626 43.2661094236 42.1885665281 42.4150346808 40.8735662057 41.826662995 41.5718306344 41.5657419824 41.2232924348 41.1701281079 44.2536590729 40.9506396294 41.4521366468 40.592448689 26.334459309 10.2330934184 2.16429302083 9.75921809043 25.239986991 17.6535266326 40.987320045 15.1790093686 41.2803178582 40.8596068572 40.9733606965 41.3177407923 41.1068655288 41.0831049358 40.9304431253 42.9685079955 40.9573222962 41.7136516742 41.1793353377 41.5881660421 44.7310984898 41.5329226632 41.315364733 40.9674205483 41.2855154879 43.3018988169 41.2959107474 41.1546837224 40.8991088432 41.256111754 41.3475900373 42.5712605802 41.87373867 41.3924381567 41.3919926456 41.2648734727 41.2932376807 41.315364733 41.8394343138 41.1352297368 41.4061004977 41.3211563775 41.5128746628 40.9644504741 41.2749717248 44.4773056551 41.1493375889 42.0090255468 41.5918786348 41.1834934415 41.6713281178 42.3069239823 41.9699690719 42.2540566627 41.517329774 41.4436719355 41.3848644677 41.4886685586 41.4279305426 41.5511886191 41.787161009 41.5185178037 41.3400163483 41.7215223707 41.585195968 41.3685290599 41.3985268087 41.3787758157 42.032192125 41.7904280906 41.175622745 41.3110581255 41.5802953456 41.7405308451 41.2996233401 41.2512111317 41.2506171169 41.6004918497 43.5622258147 45.3077383828 43.3283324767 41.6010858646 42.4383497627 41.921853871 41.6988013036 41.9476935159 42.0011548503 41.8942321815 42.1267889861 41.6815748736 42.0917421114 41.7326601487 41.988680539 41.8832429072 41.4953512254 41.5146567073 41.2856639916 41.6639029325 41.4083280533 41.5243094482 41.611481124 41.3553122301 41.6846934514 42.9036118757 43.128743495 42.1431243939 41.7899825794 41.6355387245 41.6352417171 41.5244579519 41.5308436113 41.7509261046 41.5268340112 41.6223218946 41.5035189293 41.1932946861 41.5216363815 41.5226759075 41.7703800902
3.796348757 -1 40.6907581428 17.6422403509 42.9208383056 43.013801626 42.6734311304 40.7996113597 42.0367957399 41.3242749554 41.8998753224 41.2706651173 41.753747675 41.6004918497 40.8254510047 41.024742979 41.4050609718 41.3762512527 41.3722416526 45.7216182132 41.1099841067 46.0959960577 46.2177690972 34.7111078905 41.0058830083 41.2197283459 10.5529704025 17.2798913067 13.1709422472 30.5595382672 41.0672150391 2.10697059006 35.4561509868 32.9385676478 33.1993401567 40.8370342938 41.3939231938 42.8804452974 41.1327051738 41.5110926183 41.5526736562 34.5957205104 41.4371377724 41.5752462196 41.846413988 41.7601333344 41.4300095945 41.304226955 41.0770162838 41.7247894522 43.9974901789 41.7270170078 41.3655589858 41.3336306889 41.4735211806 41.2515081391 41.3677865414 41.3383828075 41.2047294715 41.6676155252 41.1811173821 40.8523301756 44.4563666325 41.1070140325 41.4179807943 41.5624749008 41.2727441692 41.2896735917 41.0701851133 41.6903365923 42.9377677282 41.667170014 41.6269255095 41.5303981002 42.2126241286 41.8721051292 41.1833449377 41.4598588395 41.1344872183 41.4421868985 41.3273935332 41.4825799067 42.1573807497 41.8314151136 47.1683413235 41.903587915 42.4070154806 41.4101100978 41.9260119747 41.3425409113 41.7169187558 41.7798843274 41.5271310187 41.7348877043 41.3518966448 41.4751547213 41.1759197524 41.5935121755 41.4169412683 41.1837904489 42.6550166707 41.5710881158 42.3869674802 42.2160397138 41.4524336542 41.9539306716 41.4903020994 41.6303410948 41.5207453593 41.7972592611 46.08367025 42.1588657868 41.4163472535 41.6000463386 41.7115726223 41.9184382857 41.6609328584 42.1879725133 41.917250256 41.555792234 41.9034394113 41.1634454411 42.163320898 41.6652394659 41.9554157087 41.3988238161 41.3472930299 41.597818783 41.3679350451 41.74112486 41.6270740132 41.7437979267 41.9191808042 41.7206313484 41.5792558197 41.6166787538 41.9055184632 41.5455454783 42.4762182079 41.4923811513 41.2852184805 41.8744811885 42.418450266 41.486441003
41.1083505659 40.6821449278 -1 3.198472834 41.054146713 38.9546013082 41.481391877 41.0685515725 44.5398257156 41.4802038474 45.9757080553 41.27838731 46.3346415143 41.2443799612 41.2324996647 45.1604227057 40.9899931117 42.8112425701 51.9142227808 41.5327741595 41.695534222 41.1046379732 41.5647024564 40.9895476006 41.4554037283 42.9613798176 35.390215341 43.7656758928 13.9343998031 10.2815056267 24.4229195969 9.69981660777 9.68036262219 17.6401612991 41.3974872827 23.283302152 41.0428604312 34.1558525313 40.9586588296 41.4573342765 41.0887480766 41.6079170351 41.262200406 41.2268565238 41.0842929654 41.8988357964 41.5407933597 41.236360761 41.3036329401 34.3206916457 41.2769022729 41.3870920233 41.6858814811 42.0739216666 41.4937176847 41.119933855 41.0989948324 41.5130231665 41.2369547759 41.2224014126 40.858715835 41.5008458626 41.5171812703 41.701622874 41.2299751016 41.9077460188 41.6722191401 41.3682320525 41.4359497428 41.2079965531 40.8088185896 41.3759542453 41.4213963795 41.6353902208 41.2890795769 41.1728011746 41.5231214186 43.3684284775 41.5749492122 41.5214878778 41.1082020622 41.1531986853 41.6884060441 42.0694665554 41.5930666644 41.3578367931 41.7047414518 41.2653189838 41.4167927646 41.2616063912 41.6310836133 41.2409643759 41.5583167971 41.608956561 41.6270740132 41.7412733637 41.5957397311 43.1830958516 41.5459909894 41.4268910167 41.3431349261 41.2997718438 41.5501490932 41.2801693545 41.5143596999 41.0866690247 41.0327621792 41.382191401 42.7390697687 43.9455138816 45.5664318398 42.9006418015 41.7697860753 41.7065234963 41.6616753769 41.7286505486 41.5981157904 41.4816888844 41.8905195889 41.6055409758 42.8321815928 41.6542501916 41.4571857728 41.6058379832 41.7688950531 41.9566037383 47.2241787172 41.6279650355 41.7754292162 45.7364685839 41.5945517015 41.3790728231 41.8014173649 42.1211458453 42.6960036938 41.4412958762 41.7191463114 41.776023231 41.6971677628 42.0537251625 41.4481270467 42.2062384692 42.2445524255 41.6282620429
25.4129938092 17.8701935407 3.25713179812 -1 26.3112927308 41.4130801719 34.7464517727 41.8329001507 41.3667470155 41.3358582445 42.0284795323 41.7579057788 41.8471565065 41.2161642569 41.6719221327 41.4187233128 41.1588418261 41.9999668207 41.4161987498 41.0033584453 41.3628859191 41.2978412956 41.2506171169 41.5229729149 41.212600168 40.8196593601 22.0260697715 27.2035030004 9.99578449513 10.141169624 9.30301470358 18.2937261121 33.2479008688 25.1522213003 27.1047480355 25.2471151689 10.0779070449 26.2774338857 44.0068459124 41.242449413 40.7734747074 41.3138796959 41.3529361708 41.3126916662 41.1313686404 41.4310491205 42.1593112979 41.3536786893 40.986280519 41.5348532114 25.7065856373 26.2446145665 41.6673185177 41.5422783967 44.5768031386 41.3318486444 41.1384968183 41.0903816174 41.8951232038 41.392289653 41.1803748636 41.4237724388 41.2823969101 41.8039419279 41.6065805017 43.4383737233 41.4537701876 41.2610123763 41.0854809951 41.0504341203 41.231311635 41.884876448 41.598858309 41.4092190756 41.3943687049 41.4038729421 41.7685980457 41.2731896803 41.7244924448 41.6506861026 41.6058379832 40.9929631858 41.6867725033 41.5434664264 41.2480925538 43.4867859317 41.3370462741 41.608956561 41.2941287029 41.8741841811 41.5693060714 41.8208713504 41.400902868 41.1864635156 41.5180722926 41.5290615668 41.3833794306 41.3342247037 41.0773132912 41.1551292335 41.6190548131 41.3247204665 41.4579282914 41.4161987498 41.8535421659 41.4065460089 41.3913986308 41.2910101251 41.186760523 41.5489610635 43.5849468818 41.4678780397 42.3851854357 41.6607843547 42.5584892614 41.4228814166 42.1777257575 41.4956482328 42.0667934887 42.4870589785 41.4977272847 41.2776447915 41.4806493585 41.4314946316 41.5081225442 41.7342936894 41.3464020077 41.5874235236 41.6166787538 42.7736711323 41.7895370683 41.4726301583 43.9167041625 41.6318261319 41.5687120565 41.6944946961 42.1587172831 41.6022738942 41.8504235881 41.5376747818 42.5994762844 41.2820999027 41.4585223062 42.6799652934
34.6482908226 25.340226993 17.7202047969 25.6240175764 -1 3.6491815837 41.1254284922 41.4208023647 41.681871881 41.2332421832 41.0836989506 42.4165197178 46.4925009545 41.0899361063 41.425702987 41.525942989 41.5167357592 42.4797822969 42.8942561422 41.3149192218 41.2512111317 40.9959332599 42.89737472 41.497578781 41.6523196434 41.7065234963 17.745004916 26.2198144475 2.58619205145 10.3762509916 17.1894525493 16.100177861 35.4267472529 25.1450931224 34.0107644099 29.4493245562 33.6911844332 21.4204716557 40.8446079829 41.3137311922 43.9110610216 40.6145757412 41.5005488552 41.358876319 40.9865775264 41.8020113797 41.2593788356 43.2787322387 41.7094935704 33.6288128764 41.4695115805 41.5522281451 41.5642569453 41.190324612 41.6177182797 41.7078600297 41.1886910712 44.6128895393 41.2720016506 41.070333617 33.3861578197 26.5554328245 41.3165527626 42.2395032995 40.9625199259 41.0780558097 41.4386228095 41.1864635156 41.2106696198 41.3982298013 41.1480010556 40.9380168143 41.8128521503 42.5391837795 40.9879140598 41.4761942473 41.503667433 42.6719460933 41.8963112334 41.503667433 41.517329774 41.0237034531 46.8532164579 41.4877775364 41.3158102441 41.1634454411 41.66820954 41.5214878778 41.2351727314 41.6098475833 41.7567177492 41.3134341848 41.48391644 41.4851044697 41.9224478858 43.639002231 41.4258514907 41.3352642297 41.247498539 41.5125776554 41.6055409758 41.2592303318 43.5172291916 41.5023308996 41.1239434551 41.4187233128 43.5886594745 41.2079965531 41.5707911084 41.6778622809 41.8282965358 42.0832774001 41.6870695107 41.8872525073 41.4478300393 41.4580767951 41.2779417989 41.6393998209 41.7432039118 41.384715964 41.6538046804 41.6667245029 41.9341796786 41.8456714694 41.9316551156 41.4807978622 42.1907940837 41.7469165045 41.6846934514 41.813000654 41.7917646239 41.5887600569 41.1912156342 41.4619378914 41.2913071325 41.484955966 41.542129893 41.7584997936 41.405951994 42.3820668579 41.3192258293 41.6827629032 41.6157877315 41.7371152599
17.9006368005 33.0248483014 25.768511683 41.6628634065 3.94529797478 -1 42.4805248154 41.1967102713 41.6936036738 41.6049469609 42.5415598388 41.2746747173 41.5798498345 41.2182433088 41.4858469882 41.3435804372 53.3649554912 41.5606928564 41.1650789818 41.2608638726 41.3109096218 41.2518051465 41.3747662156 41.3894680826 42.1566382312 42.6499675447 24.914466866 11.656352943 17.6903555519 12.2237856061 35.5840126782 16.4726251573 32.9027782545 26.039827955 40.817728812 34.6272032962 41.6533591693 41.603907435 42.0252124508 42.3205863233 41.4491665727 43.0191477595 40.966529526 41.322938422 43.5953421413 42.5950211732 41.2225499163 41.2476470427 41.4748577139 41.5997493312 41.4210993721 41.1540897075 41.3339276963 41.3064545106 41.7189978077 40.9228694363 42.4181532586 41.0657300021 41.3383828075 41.4423354022 41.3045239624 41.3119491477 41.2896735917 41.4139711942 34.0750665149 34.1681783389 41.554307197 41.3342247037 41.4911931216 41.4494635801 40.8604978795 41.8900740777 43.6471699349 41.5407933597 40.9883595709 41.5006973589 41.603907435 41.6367267542 41.851463114 41.4650564693 41.2173522866 41.2852184805 41.5220818926 41.8716596181 41.3848644677 41.4867380104 41.4663930026 43.2646243866 41.5954427237 41.1785928191 41.7458769786 41.5410903671 41.4077340385 41.4990638181 42.1697065574 33.9299783935 41.3407588668 41.2197283459 41.1531986853 41.6939006812 41.2183918125 41.2890795769 41.6352417171 41.298138303 41.3455109854 44.3990442017 41.3737266897 41.3608068672 42.0424388808 42.3909770803 41.2822484064 42.001303354 43.000139285 41.8192378097 41.5966307534 41.6177182797 41.4242179499 41.6349447097 41.7179582817 41.8499780769 41.8775997664 44.327019904 41.4032789273 41.8006748463 42.2662339667 41.4557007358 42.0688725405 41.5837109309 41.9332886564 42.1453519495 41.6587053028 41.7026623999 41.3404618594 41.4793128251 41.5583167971 41.4717391361 42.3444954201 41.3333336815 41.473818188 43.3685769812 41.4806493585 42.2302960697 44.122975811 41.9098250707
36.0681347619 44.0940175882 42.3796907986 46.5902163934 45.2125475068 47.2810556368 -1 2.55441225822 28.6952227338 10.2895248269 9.98895332463 17.8562341922 33.591538446 26.2163988622 29.1404368463 28.6680465555 27.9991858607 43.1141901317 36.1101613109 25.4002224905 44.3109815037 47.6426621625 48.3903783256 50.8978634125 48.1018356235 46.011794456 41.8470080028 48.4628481344 43.9709080154 41.3077910439 43.5148531323 44.2022767904 43.3525385809 41.7265714967 46.5728414598 40.7792663519 41.4107041126 41.6555867249 41.3664500081 41.6082140425 41.2111151309 41.5914331236 41.1150332327 41.2200253533 41.4337221872 41.1921066564 41.2779417989 41.3397193409 41.7479560305 41.3483325558 41.4338706909 41.3126916662 44.6118500134 41.789685572 41.778547794 41.4614923803 44.4716625143 41.3673410303 41.2948712214 42.1732706463 42.0097680653 47.4858422483 41.9594253087 41.9318036193 41.5041129441 41.5586138045 41.3866465122 41.8862129814 41.0335046977 41.450503106 25.5938713239 26.5630065136 41.9883835315 41.7133546668 41.5795528271 41.6471220136 41.7662219864 41.3377887927 41.7331056598 41.7683010383 41.3126916662 41.8217623727 41.5847504568 41.5347047077 41.871214107 41.8416618694 41.1992348344 41.5283190483 41.5018853885 41.5418328856 42.0249154434 41.4640169433 41.1771077821 41.5828199087 42.1122356229 41.7386002969 41.3615493857 41.3441744521 41.3870920233 41.4050609718 41.2385883166 42.0898115632 41.81804978 41.9070035003 41.5142111962 41.1261710107 41.5560892415 41.5339621892 42.4119161029 41.9252694562 41.7681525346 42.5936846399 41.9601678273 41.3643709562 41.3370462741 41.7362242376 41.4258514907 42.4061244584 41.5996008275 41.652022636 41.6101445907 41.8685410403 42.7093690274 42.4301820588 43.156068177 42.3103395676 41.6301925911 41.7200373336 41.4426324096 41.9040334262 41.9484360344 42.7742651472 42.0302615768 41.6916731256 41.4144167053 43.6758311503 47.0119669204 41.4161987498 42.0203118285 41.6741496883 41.798298787 41.8655709661 41.7139486816 41.820574343
33.1044462882 41.3879830455 45.0432532812 41.1759197524 41.3729841711 48.2249451963 4.27854029252 -1 27.2351342899 32.8894129209 10.178592558 10.2616061301 17.146089467 1.91970741597 17.8560856885 17.5673944828 17.4934396369 34.3561840316 17.4708670735 17.7993572726 29.4145746888 18.0409728033 41.1093900918 41.1297350996 41.2366577684 43.6087074749 42.0676845109 41.3499660966 42.6119505958 44.137677678 43.5194567472 41.6576657768 40.8411923976 41.0569682834 41.2139367013 40.7191223507 41.8979447742 44.3256833706 19.1158426321 41.5436149301 41.5508916117 41.2896735917 41.5296555817 41.7026623999 44.096690655 41.0294950976 41.6362812431 41.493569181 41.1056774992 41.3370462741 41.3063060069 41.5605443527 41.3931806753 41.5394568263 44.6932300446 41.8658679735 41.5880175384 41.1627029225 41.2281930572 41.6655364733 41.8507205955 41.2280445535 41.2849214731 41.5887600569 41.2730411766 41.3752117267 43.8736380876 41.5379717892 41.3195228368 40.8783183243 42.3188042789 41.6695460733 41.279426836 41.2938316955 41.3455109854 41.9470995011 41.490005092 43.358033218 41.5801468419 42.4968602231 41.1736921968 41.0848869802 41.6643484436 41.6218763835 41.2641309542 41.5076770331 41.1405758702 41.6875150219 42.4658229484 217.474025659 42.124858438 44.0745636027 41.5497035821 41.4711451212 41.5930666644 41.8768572478 41.0128626825 41.2219559015 41.12854707 41.484955966 41.3441744521 41.4173867794 41.8398798249 41.2106696198 41.6386573024 41.2323511609 41.3073455328 41.4548097135 42.4291425329 41.6193518205 41.9497725678 42.0345681843 41.7838939275 41.1904731157 41.2584878133 41.8605218401 41.6380632875 41.7270170078 41.7059294815 41.7751322088 41.5602473452 41.3749147193 41.8214653653 42.0298160657 41.5317346336 41.8282965358 41.9249724488 46.1092128876 41.6183122945 41.9620983755 41.7167702521 41.4265940093 41.5948487089 41.8455229657 41.590245094 41.1760682561 41.9347736934 41.8251779579 41.470254099 42.2588087814 41.4732241731 41.570494101 41.8171587578 41.931952123
41.529507078 33.8845362592 41.7485500453 40.8285695825 40.9299976142 41.5058949886 41.4427809133 41.4058034903 -1 4.30690450049 41.3781818009 41.2382913092 41.6437064284 41.0046949786 40.983755956 41.2939801992 41.0868175284 51.3472356288 17.7892590205 26.0368578809 25.48754267 10.4816886233 20.3356520786 16.267244531 17.5406638156 9.93489797541 20.1901184461 17.3171657371 17.4463639619 32.9394586701 33.2020132234 33.3003226772 40.3148952612 41.2788328211 40.6683340831 41.7601333344 41.6165302501 41.9217053672 43.4207017823 41.9570492494 26.4826660083 10.2559629892 41.2657644949 42.202822884 43.9464049038 41.5970762645 41.4159017424 43.7396877442 41.0684030688 41.4014968828 41.2219559015 41.548218545 41.6425183987 41.1934431898 43.2084899854 44.0723360471 42.6158116922 41.9990757984 40.9396503551 43.4202562711 41.2797238434 41.4974302773 41.319374333 41.3565002597 41.3903591048 41.0149417344 41.7440949341 41.7123151409 41.2411128796 40.946778533 43.9074969327 41.5164387518 41.9549701975 41.8631949068 41.5756917307 42.0228363915 41.2969502733 41.2919011473 41.5194088259 41.5179237888 41.2362122573 41.6754862216 41.3557577412 41.5445059523 42.0072435023 41.701622874 41.6333111689 41.6154907241 41.5369322633 41.6679125326 41.3689745711 41.6496465767 41.1693855893 44.3650368529 42.2583632702 41.325462985 41.264724969 41.2526961688 41.3352642297 42.3765722207 41.740085334 41.3331851778 41.5364867522 41.350263104 41.1526046705 41.622618902 40.94425397 41.5560892415 41.5666330046 41.488965566 41.7348877043 41.7858244757 41.6016798794 41.4484240541 41.5739096863 41.5486640561 41.611481124 41.8836884183 41.770974105 41.5355957299 41.8171587578 41.7388973044 41.6022738942 41.8753722108 41.9123496337 41.8358702248 41.6633089177 42.1049589413 41.4586708099 41.8219108764 45.438718652 41.4718876398 41.3726871637 41.3648164673 42.1796563057 41.6933066664 41.3213048812 41.8836884183 41.8095850687 41.6910791108 41.924378434 42.4958206972 44.7190696896 44.5618042642
25.4363088912 34.0801156409 40.9969727859 41.3728356674 42.3626128723 41.2742292062 41.5721276418 41.1716131449 3.9568812639 -1 41.3688260674 41.31284017 42.8978202311 44.6296704582 41.1738407005 41.127507544 41.1101326104 40.8664380277 27.011339204 19.2683559388 17.6444679065 2.30121343837 8.48535329472 9.84935984037 38.1105062396 25.5980294277 17.5157151929 34.6520034152 25.4664551436 25.9247375824 28.779127328 35.078357557 43.2176972153 41.544654456 41.1785928191 40.8503996274 41.3664500081 41.3989723198 42.4147376734 41.3860524973 41.3406103631 41.7038504296 33.8126604652 33.6129229797 43.3886249816 41.4442659503 42.1760922168 41.7561237343 41.3603613561 42.0011548503 41.4467905134 41.8220593801 41.0535526981 41.3441744521 41.721373867 41.5134686776 42.176983239 41.0088530824 42.1266404824 41.2871490287 41.2241834571 41.704147437 41.2923466584 41.571533627 41.2121546568 41.4500575949 42.2583632702 41.7047414518 41.4660959952 41.070333617 41.211560642 43.0184052409 41.9209628487 41.5813348716 41.2448254723 41.3756572379 42.276183715 41.4200598462 41.5455454783 40.9445509774 41.496093744 41.4524336542 41.2706651173 41.2179463014 41.7546386973 41.8349792026 41.5195573296 41.4276335352 41.1438429518 41.1264680181 41.6034619239 41.9110131004 44.2205427463 41.5828199087 41.2289355757 43.9793727267 41.4554037283 41.6129661611 41.1202308624 41.4537701876 41.1505256186 41.9291305526 43.4578277089 41.554307197 41.3328881704 41.6445974506 41.4659474915 41.6812778662 41.8432954101 41.8571062549 42.4978997491 33.47912114 44.2600447323 41.5474760265 41.7114241186 41.8707685959 41.7140971853 41.3483325558 41.6982072887 43.7527560703 42.3283085161 41.5372292707 41.3113551329 42.382512369 41.6257374799 41.9509605975 42.2014863506 42.1517376089 41.764885453 41.7626578974 41.691970133 41.592769657 42.054467681 41.4118921423 41.8609673512 41.5823743975 41.6361327393 41.530992115 41.6282620429 42.3642464131 41.5865325013 41.5467335079 41.5862354939 41.7252349633
