0 Acquisitions    227820609
1 Acquisitions    115427351
2 Acquisitions    48480173
3 Acquisitions    49788218
4 Acquisitions    30162132
5 Acquisitions    30341852
6 Acquisitions    22317918
7 Acquisitions    22545687
8 Acquisitions    17762992
9 Acquisitions    18026244
10 Acquisitions    14912250
11 Acquisitions    15215947
12 Acquisitions    12892909
13 Acquisitions    12563258
14 Acquisitions    10308840
15 Acquisitions    10454764
16 Acquisitions    8615114
17 Acquisitions    8912356
18 Acquisitions    7542090
19 Acquisitions    7714000
20 Acquisitions    6533704
21 Acquisitions    6308177
22 Acquisitions    5777903
23 Acquisitions    5721753
24 Acquisitions    5059795
25 Acquisitions    5295643
26 Acquisitions    4718541
27 Acquisitions    4675858
28 Acquisitions    4180005
29 Acquisitions    4206990
30 Acquisitions    3928043
31 Acquisitions    3848121
32 Acquisitions    3748573
33 Acquisitions    3456510
34 Acquisitions    3473995
35 Acquisitions    3388425
36 Acquisitions    2043831
37 Acquisitions    5100937
38 Acquisitions    3392082
39 Acquisitions    3350024
40 Acquisitions    2625702
41 Acquisitions    3015590
42 Acquisitions    2616050
43 Acquisitions    2868510
44 Acquisitions    2399026
45 Acquisitions    2733603
46 Acquisitions    2447559
47 Acquisitions    2713535
48 Acquisitions    2553127
49 Acquisitions    2602461
50 Acquisitions    2551276
51 Acquisitions    2605589
52 Acquisitions    2225283
53 Acquisitions    2512842
54 Acquisitions    2062490
55 Acquisitions    2380633
56 Acquisitions    2226627
57 Acquisitions    2023143
58 Acquisitions    1901005
59 Acquisitions    2132096
60 Acquisitions    1776418
61 Acquisitions    1898437
62 Acquisitions    1843447
63 Acquisitions    1848551
64 Acquisitions    1720161
65 Acquisitions    1665008
66 Acquisitions    1757283
67 Acquisitions    1659842
68 Acquisitions    1521389
69 Acquisitions    1494864
70 Acquisitions    1542576
71 Acquisitions    1497479
72 Acquisitions    1229608
73 Acquisitions    1887911
74 Acquisitions    1487097
75 Acquisitions    1901331
76 Acquisitions    1400497
77 Acquisitions    1525908
78 Acquisitions    1339799
79 Acquisitions    1463337
80 Acquisitions    1400378
81 Acquisitions    1517335
82 Acquisitions    1405014
83 Acquisitions    1463280
84 Acquisitions    1379558
85 Acquisitions    1441594
86 Acquisitions    1354691
87 Acquisitions    1431754
88 Acquisitions    1285079
89 Acquisitions    1335826
90 Acquisitions    1244894
91 Acquisitions    1306998
92 Acquisitions    1228911
93 Acquisitions    1212395
94 Acquisitions    1167286
95 Acquisitions    1146163
96 Acquisitions    1101090
97 Acquisitions    1086813
98 Acquisitions    1022468
99 Acquisitions    1070299
100 Acquisitions    1030765
101 Acquisitions    1053488
102 Acquisitions    920695
103 Acquisitions    921358
104 Acquisitions    935905
105 Acquisitions    928615
106 Acquisitions    883628
107 Acquisitions    890335
108 Acquisitions    784069
109 Acquisitions    1079500
110 Acquisitions    999178
111 Acquisitions    1125841
112 Acquisitions    1139567
113 Acquisitions    996848
114 Acquisitions    950986
115 Acquisitions    1017010
116 Acquisitions    951167
117 Acquisitions    953984
118 Acquisitions    941513
119 Acquisitions    1014771
120 Acquisitions    927538
121 Acquisitions    1005770
122 Acquisitions    893383
123 Acquisitions    966573
124 Acquisitions    860538
125 Acquisitions    934777
126 Acquisitions    879804
127 Acquisitions    892549
128 Acquisitions    810018
129 Acquisitions    831693
130 Acquisitions    825518
131 Acquisitions    779707
132 Acquisitions    800937
133 Acquisitions    759663
134 Acquisitions    761292
135 Acquisitions    731415
136 Acquisitions    778629
137 Acquisitions    719218
138 Acquisitions    676657
139 Acquisitions    681322
140 Acquisitions    677558
141 Acquisitions    699901
142 Acquisitions    640198
143 Acquisitions    633279
