0 Acquisitions    227731291
1 Acquisitions    115571904
2 Acquisitions    50930526
3 Acquisitions    46469299
4 Acquisitions    30919300
5 Acquisitions    29084737
6 Acquisitions    22940582
7 Acquisitions    22682841
8 Acquisitions    17453100
9 Acquisitions    17670035
10 Acquisitions    15003170
11 Acquisitions    15232855
12 Acquisitions    12572504
13 Acquisitions    12942993
14 Acquisitions    10465792
15 Acquisitions    10199146
16 Acquisitions    8627391
17 Acquisitions    8732823
18 Acquisitions    7676767
19 Acquisitions    7725142
20 Acquisitions    6462116
21 Acquisitions    6430448
22 Acquisitions    5919114
23 Acquisitions    5849153
24 Acquisitions    5066506
25 Acquisitions    5225366
26 Acquisitions    4525395
27 Acquisitions    4662573
28 Acquisitions    4167194
29 Acquisitions    4235400
30 Acquisitions    3899222
31 Acquisitions    3858019
32 Acquisitions    3672910
33 Acquisitions    3507298
34 Acquisitions    3464876
35 Acquisitions    3450069
36 Acquisitions    2050460
37 Acquisitions    4265875
38 Acquisitions    2887783
39 Acquisitions    3267424
40 Acquisitions    2574960
41 Acquisitions    3049523
42 Acquisitions    2574940
43 Acquisitions    2677186
44 Acquisitions    2683338
45 Acquisitions    2990465
46 Acquisitions    2626884
47 Acquisitions    2687590
48 Acquisitions    2530638
49 Acquisitions    2436447
50 Acquisitions    2592401
51 Acquisitions    2609449
52 Acquisitions    2133242
53 Acquisitions    2339152
54 Acquisitions    2068974
55 Acquisitions    2285817
56 Acquisitions    2052943
57 Acquisitions    1991038
58 Acquisitions    1845617
59 Acquisitions    1931790
60 Acquisitions    1995441
61 Acquisitions    1864964
62 Acquisitions    1797198
63 Acquisitions    1694743
64 Acquisitions    1635353
65 Acquisitions    1744882
66 Acquisitions    1688553
67 Acquisitions    1652865
68 Acquisitions    1453655
69 Acquisitions    1593172
70 Acquisitions    1447533
71 Acquisitions    1452921
72 Acquisitions    1136753
73 Acquisitions    2454934
74 Acquisitions    1574246
75 Acquisitions    1807476
76 Acquisitions    1372760
77 Acquisitions    1511958
78 Acquisitions    1368216
79 Acquisitions    1466229
80 Acquisitions    1357683
81 Acquisitions    1458101
82 Acquisitions    1422864
83 Acquisitions    1414095
84 Acquisitions    1398060
85 Acquisitions    1479419
86 Acquisitions    1361676
87 Acquisitions    1447513
88 Acquisitions    1290826
89 Acquisitions    1324272
90 Acquisitions    1257932
91 Acquisitions    1357396
92 Acquisitions    1161108
93 Acquisitions    1171951
94 Acquisitions    1135644
95 Acquisitions    1186062
96 Acquisitions    1097587
97 Acquisitions    1106362
98 Acquisitions    1129558
99 Acquisitions    1086592
100 Acquisitions    1070640
101 Acquisitions    1030746
102 Acquisitions    937107
103 Acquisitions    982161
104 Acquisitions    988035
105 Acquisitions    977541
106 Acquisitions    935421
107 Acquisitions    914000
108 Acquisitions    773319
109 Acquisitions    1638657
110 Acquisitions    1017618
111 Acquisitions    1237163
112 Acquisitions    946399
113 Acquisitions    1002121
114 Acquisitions    924537
115 Acquisitions    974684
116 Acquisitions    1027789
117 Acquisitions    961911
118 Acquisitions    982230
119 Acquisitions    1014733
120 Acquisitions    913402
121 Acquisitions    988756
122 Acquisitions    905688
123 Acquisitions    952579
124 Acquisitions    866224
125 Acquisitions    954263
126 Acquisitions    842194
127 Acquisitions    910927
128 Acquisitions    816932
129 Acquisitions    852815
130 Acquisitions    755683
131 Acquisitions    770261
132 Acquisitions    776012
133 Acquisitions    788938
134 Acquisitions    722605
135 Acquisitions    688207
136 Acquisitions    702716
137 Acquisitions    685728
138 Acquisitions    658191
139 Acquisitions    704557
140 Acquisitions    690598
141 Acquisitions    644159
142 Acquisitions    636754
143 Acquisitions    665439
