62 66 64.23438 1.269135 62 62 62 66 66 66 
64 38494 331.458 884.3824 66 74 246 380 400 548.02 
62 264404 3703.796 11239.07 76 226 234 9521.8 21363.7 50760.8 
218 256110 1928.764 9333.12 240 248 250 1821 2641 34359.9 
66 130080 4279.055 9812.581 218 242 264 11884.6 23167.8 49164.18 
72 391062 5296.439 20845.26 246.86 272 384 3195.4 21922.4 112356 
80 269472 11671.84 26529.44 226 274 466 39752.2 68848.5 128275.3 
208 500014 8639.79 26337.58 236 268 400 17695 54589.5 131278.1 
68 674702 13492.86 42520.56 240 266 401 29582 84381 222723.3 
212 760894 14600.03 44860.97 242 296 494 33247.2 91900.3 236528 
68 1079720 20432.05 76511.67 232 254 318.6 12476.4 128913.9 420785.4 
210 1549796 20566.66 82368.43 240 268 469.4 10151.2 119602.3 400320 
70 1516236 26566.5 93447.75 248 394 518 43691.8 172023.6 467675.8 
214 1695026 29259.72 110741.2 238 380 573 34175 188043.5 565386.1 
74 5305226 42428.22 176681 244 381.9 656 10916.2 280177.9 895513.1 
212 4190456 42195.54 168260.1 256 438 722.6 27694.2 264388 853131.3 
214 4308802 51928.91 225732.7 256 411.4 702 11790.6 323199.6 1163870 
218 4008230 58867.82 234974.2 274 516 940 13584.2 391323.3 1242006 
214 4811760 66801.4 289790.8 272 515.5 872 13360 407023.5 1477872 
102 6894258 70686.21 318315 266 544 1004 12792.2 426836.5 1606574 
198 8869214 84104.36 431815.9 278.06 616.3 1060.6 12685 296442.8 2302718 
152 7097996 92933.07 461707.4 302 672.7 1270 13165.2 350017.4 2607275 
90 11056290 107183.2 553770.5 286 562 1012 14463.6 364763.7 3063559 
230 8859208 110917.5 562593.3 284 627.5 1197 14830 420463 3079618 
244 22554782 176716.3 879384.4 314 662 1046 19142 908494.1 4556016 
242 11510578 134012.7 642033.6 308 688 1142 18543.6 696157.4 3337367 
234 26474464 220030.4 1000380 308 688 1118 24214.6 1294884 5328731 
230 16221248 188403.3 915441.7 318 710 1218.2 20373.8 992983.5 4871511 
136 21551014 266968.8 1205897 317.9 588 1026 27777 1678649 6340781 
224 17548442 200362.9 980105.6 316 606 1228 22792.6 955222.7 5281277 
256 47098162 495918.2 1836169 324 720 1270 1071760 3337369 9494242 
262 24209274 234779.9 1158047 332 746 1174 26451 1143985 6335492 
136 21458466 413256.9 1319572 379.82 870 1606 1231780 2834001 6718585 
252 10117370 300031.6 789030.5 452 984 1996 1080215 1931046 3812322 
260 19002420 312545.5 1080607 444 886 1680 781104.2 2275043 5526857 
272 17026016 322907.2 1116813 454 914 1836 839980 2320196 5736439 
